34.7197 40.349 --
27.7828 33.0412 --
19.5738 24.3771 24.4
14.9924 19.7139 20.1
14.815 19.5385 19.4
14.522 19.2977 --
9.1648 13.596 13.54
8.0885 12.7467 13.00
7.9229 12.4945 12.73
## Reference experimental
