20 6.4327 6.9716 0.5389 -16.92189471 6.4327 8.9943 2.5616
30 6.4240 6.9613 0.5373 -16.92368662 6.4240 8.9879 2.5639
40 6.4229 6.9600 0.5371 -16.92391735 6.4230 8.9863 2.5633
50 6.4229 6.9600 0.5371 -16.92392981 6.4229 8.9862 2.5633
60 6.4229 6.9600 0.5371 -16.92393985 6.4229 8.9862 2.5633
80 6.4229 6.9600 0.5371 -16.92395593 6.4229 8.9862 2.5633
