A                               1         0.0000000000      0.0000000000      0.0000000000      0.5000000000
L                             101         1.1163731488      0.5000000000      0.0000000000      0.5000000000
M                             155         1.7198594262      0.5000000000      0.0000000000      0.0000000000
G                             255         2.8362325750      0.0000000000      0.0000000000      0.0000000000
A                             309         3.4397188524      0.0000000000      0.0000000000      0.5000000000
H                             424         4.7287826376      0.3333300000      0.3333300000      0.5000000000
K                             478         5.3322689150      0.3333300000      0.3333300000      0.0000000000
