  0.00000000E+00 -0.11591957E+03
  0.11163731E-01 -0.11591950E+03
  0.22327463E-01 -0.11591929E+03
  0.33491194E-01 -0.11591895E+03
  0.44654926E-01 -0.11591847E+03
  0.55818657E-01 -0.11591786E+03
  0.66982389E-01 -0.11591714E+03
  0.78146120E-01 -0.11591629E+03
  0.89309852E-01 -0.11591535E+03
  0.10047358E+00 -0.11591431E+03
  0.11163731E+00 -0.11591319E+03
  0.12280105E+00 -0.11591199E+03
  0.13396478E+00 -0.11591074E+03
  0.14512851E+00 -0.11590945E+03
  0.15629224E+00 -0.11590812E+03
  0.16745597E+00 -0.11590678E+03
  0.17861970E+00 -0.11590544E+03
  0.18978344E+00 -0.11590411E+03
  0.20094717E+00 -0.11590281E+03
  0.21211090E+00 -0.11590155E+03
  0.22327463E+00 -0.11590035E+03
  0.23443836E+00 -0.11589922E+03
  0.24560209E+00 -0.11589818E+03
  0.25676582E+00 -0.11589723E+03
  0.26792956E+00 -0.11589638E+03
  0.27909329E+00 -0.11589565E+03
  0.29025702E+00 -0.11589505E+03
  0.30142075E+00 -0.11589458E+03
  0.31258448E+00 -0.11589426E+03
  0.32374821E+00 -0.11589407E+03
  0.33491194E+00 -0.11589404E+03
  0.34607568E+00 -0.11589416E+03
  0.35723941E+00 -0.11589443E+03
  0.36840314E+00 -0.11589486E+03
  0.37956687E+00 -0.11589544E+03
  0.39073060E+00 -0.11589617E+03
  0.40189433E+00 -0.11589704E+03
  0.41305807E+00 -0.11589805E+03
  0.42422180E+00 -0.11589920E+03
  0.43538553E+00 -0.11590046E+03
  0.44654926E+00 -0.11590185E+03
  0.45771299E+00 -0.11590334E+03
  0.46887672E+00 -0.11590492E+03
  0.48004045E+00 -0.11590659E+03
  0.49120419E+00 -0.11590833E+03
  0.50236792E+00 -0.11591013E+03
  0.51353165E+00 -0.11591198E+03
  0.52469538E+00 -0.11591385E+03
  0.53585911E+00 -0.11591575E+03
  0.54702284E+00 -0.11591765E+03
  0.55818657E+00 -0.11591955E+03
  0.56935031E+00 -0.11592142E+03
  0.58051404E+00 -0.11592326E+03
  0.59167777E+00 -0.11592506E+03
  0.60284150E+00 -0.11592680E+03
  0.61400523E+00 -0.11592846E+03
  0.62516896E+00 -0.11593005E+03
  0.63633269E+00 -0.11593155E+03
  0.64749643E+00 -0.11593296E+03
  0.65866016E+00 -0.11593425E+03
  0.66982389E+00 -0.11593544E+03
  0.68098762E+00 -0.11593650E+03
  0.69215135E+00 -0.11593744E+03
  0.70331508E+00 -0.11593826E+03
  0.71447882E+00 -0.11593894E+03
  0.72564255E+00 -0.11593950E+03
  0.73680628E+00 -0.11593992E+03
  0.74797001E+00 -0.11594021E+03
  0.75913374E+00 -0.11594037E+03
  0.77029747E+00 -0.11594040E+03
  0.78146120E+00 -0.11594031E+03
  0.79262494E+00 -0.11594010E+03
  0.80378867E+00 -0.11593978E+03
  0.81495240E+00 -0.11593935E+03
  0.82611613E+00 -0.11593882E+03
  0.83727986E+00 -0.11593820E+03
  0.84844359E+00 -0.11593749E+03
  0.85960732E+00 -0.11593671E+03
  0.87077106E+00 -0.11593586E+03
  0.88193479E+00 -0.11593495E+03
  0.89309852E+00 -0.11593399E+03
  0.90426225E+00 -0.11593300E+03
  0.91542598E+00 -0.11593199E+03
  0.92658971E+00 -0.11593095E+03
  0.93775345E+00 -0.11592991E+03
  0.94891718E+00 -0.11592887E+03
  0.96008091E+00 -0.11592785E+03
  0.97124464E+00 -0.11592685E+03
  0.98240837E+00 -0.11592588E+03
  0.99357210E+00 -0.11592496E+03
  0.10047358E+01 -0.11592408E+03
