 Written on 17Oct2022 at 16:46:58 
           2
          64
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1
    0    0    0    1    1   15.419616   -0.000000
    0    0    0    2    1   -0.373388   -0.000000
    0    0    0    1    2   -0.373388    0.000000
    0    0    0    2    2   15.419583   -0.000000
    0    0    1    1    1    0.077954    0.000000
    0    0    1    2    1   -0.000194    0.000000
    0    0    1    1    2   -0.359513   -0.000000
    0    0    1    2    2    0.077955    0.000000
    0    0    2    1    1    0.003002   -0.000000
    0    0    2    2    1   -0.001691    0.000000
    0    0    2    1    2   -0.001691   -0.000000
    0    0    2    2    2    0.002998   -0.000000
    0    0    3    1    1    0.058472   -0.000000
    0    0    3    2    1   -0.359513    0.000000
    0    0    3    1    2   -0.000194   -0.000000
    0    0    3    2    2    0.058474   -0.000000
    0    1    0    1    1   -0.344585   -0.000000
    0    1    0    2    1    0.018035    0.000000
    0    1    0    1    2   -0.373414    0.000000
    0    1    0    2    2   -0.344578   -0.000000
    0    1    1    1    1   -0.020002   -0.000000
    0    1    1    2    1   -0.002072    0.000000
    0    1    1    1    2   -0.359498    0.000000
    0    1    1    2    2   -0.020009    0.000000
    0    1    2    1    1   -0.001174   -0.000000
    0    1    2    2    1   -0.001122    0.000000
    0    1    2    1    2   -0.001685    0.000000
    0    1    2    2    2   -0.001165    0.000000
    0    1    3    1    1   -0.016253   -0.000000
    0    1    3    2    1    0.022358   -0.000000
    0    1    3    1    2   -0.000199    0.000000
    0    1    3    2    2   -0.016238   -0.000000
    0    2    0    1    1   -0.150014   -0.000000
    0    2    0    2    1    0.018069    0.000000
    0    2    0    1    2    0.018069   -0.000000
    0    2    0    2    2   -0.150001   -0.000000
    0    2    1    1    1   -0.002383    0.000000
    0    2    1    2    1   -0.002076    0.000000
    0    2    1    1    2    0.022368    0.000000
    0    2    1    2    2   -0.002384    0.000000
    0    2    2    1    1   -0.004647   -0.000000
    0    2    2    2    1   -0.001133    0.000000
    0    2    2    1    2   -0.001133   -0.000000
    0    2    2    2    2   -0.004650   -0.000000
    0    2    3    1    1   -0.011730   -0.000000
    0    2    3    2    1    0.022368   -0.000000
    0    2    3    1    2   -0.002076   -0.000000
    0    2    3    2    2   -0.011731   -0.000000
    0    3    0    1    1   -0.344584   -0.000000
    0    3    0    2    1   -0.373414   -0.000000
    0    3    0    1    2    0.018035   -0.000000
    0    3    0    2    2   -0.344578   -0.000000
    0    3    1    1    1   -0.020012    0.000000
    0    3    1    2    1   -0.000199   -0.000000
    0    3    1    1    2    0.022358    0.000000
    0    3    1    2    2   -0.019999    0.000000
    0    3    2    1    1   -0.001167    0.000000
    0    3    2    2    1   -0.001685   -0.000000
    0    3    2    1    2   -0.001122   -0.000000
    0    3    2    2    2   -0.001172   -0.000000
    0    3    3    1    1   -0.016240    0.000000
    0    3    3    2    1   -0.359498   -0.000000
    0    3    3    1    2   -0.002072   -0.000000
    0    3    3    2    2   -0.016250   -0.000000
    1    0    0    1    1   -0.344584   -0.000000
    1    0    0    2    1   -0.373414    0.000000
    1    0    0    1    2    0.018035    0.000000
